Title,Question,Answer,Hint,Popularity/Fun,Difficulty
Making Punch,"Ruby is making a bowl of punch. She needs 7 cups of water. Ruby doesn't have a measuring cup, but she has three pitchers. One pitcher holds 9 cups of water. Another pitcher holds 6 cups of water. The last pitcher holds 4 cups of water. How can Ruby measure exactly 7 cups of water with her pitchers?","Ruby can fill the pitcher that holds 4 cups. Then she can fill the 9 cup pitcher and pour the water into the 6 cup pitcher. When the 6 cup pitcher is full, the 9 cup pitcher will be left with 3 cups. Ruby still has the 4 cup pitcher filled. 3 cups with another 4 cups is 7 cups.",She can't just put 7 cups in the 9 cup pitcher...,2.09,1.13
The Average Student,"Kelly got a very poor grade on her first homework assignment at her new school. She got only one star out of five stars! She wanted to do better, and get an average of four stars. How many more five star homework assignments does she have to do to achieve this goal?","She needs three five star homework assignments. 3x5=15 plus the one star equals 16. Then, 16 divided by 4 homework assignments equals 4!",,2.09,1.38
University of Kebabology,"At the Madadian University of Kebabology there are 126 1st year students, 375 2nd year students, 293 3rd year students and 187 4th year students.
If the University were to randomly award a student, what is the percentage chance that it would be a 4th year student?","19%
Divide the number of 4 th years (187) by the total number of students (981), and then multiply the number by 100 to convert to a percentage.
Hence the answer is (187/981)*100 = 19%",,2.09,1.74
The Romankachi Siblings !!!,"We were all celebrating the 25th birthday of my beloved sister, Lavi the kindhearted Romankachi. She was younger to me Rudy the business-minded Romankachi by two years and to our elder brother Fred the well-settled Romankachi by four years. Just as the celebrations were in full swing, I realized something about our ages. I found that I could say at least two things definitely about each of the following two integer values formed by manipulating our ages taken as integers:-
a) The number formed by adding 1 to the product of Lavi's and my age considered during any one year right since she was a year old.
b) The number formed by adding 1 to the product of Fred's and my ages considered during any one year right since I was a year old.
Though I forgot about this the next moment and got busy enjoying myself, could you tell what were the two things that flashed across my mind.
Consider all ages to be integer values. Also during any given year, Lavi was exactly two years younger to me and exactly four years younger to Fred.","a) The number formed by adding 1 to the product of Lavi's and my age considered during any one year right since she was a year old.
The two things that I could definitely say about the above integer value are :-
1) It is a perfect square.
2) The number formed is the square of a number 1 less than my age in that year.
Example: When Lavi was 3, I was  5 -> (3*5)+1 gives 16 which is the square of 4, which is 1 less than my age(5) in that year.
b) The number formed by adding 1 to the product of Fred's and my ages considered during any one year right since I was a year old.
The two things that I could definitely say about the above integer value are :-
1) It is a perfect square.
2) The number formed is square of a number 1 more than my age in that year.
Example: when I was 6, Fred was    8-> (6*8)+1 gives 49 which is the square of 7, a number 1 more than my age(6) in that year.",I'm exactly two years elder to Lavi and exactly two years younger to Fred.,2.08,2.6
If Seven Becomes 40...,"If seven becomes 40, three becomes 0, and eight becomes 55, then what does one become?","-8.  Using this formula, square the number (multiply it by itself) and subtract nine.
7 x 7 = 49 - 9 = 40
3 x 3 = 9 - 9 = 0
8 x 8 = 64 - 9 = 55
and...
1 x 1 = 1 - 9 = -8",,2.08,1.78
224455,Can you find a three-digit number such that when you reverse the numbers you get a larger number and the product of these two numbers is 224455?,385*583,,2.08,2.33
"Darth, Hunter, Settra, and Toad","Toad eats 50 apples. Darth eats half of Toad's amount, Settra eats Darth's amount divided by 5, and Hunter eats 20 times Settra's amount. How many did Hunter eat?",Hunter eats 100 apples.,Darth eats 25.,2.08,0.84
"Pears, Apples and Oranges","Some pears are weighed against some apples and some oranges in the ratio 6:2:5. If I have 39 pears and no apples or oranges, how many apples and oranges will I need?",I will need 13 apples and 32 and a half oranges.,,2.08,1.53
Mad Ade's Fridge,"Mad Ade says to Rod Lightning, ""Can you figure out how many Kebabs I have in my fridge?"" He gives 3 clues to Rod Lightning: If the number of Kebabs I have:-
1, is a multiple of 5, it is a number between 1 and 19.
2, is not a multiple of 8, it is a number between 20 and 29.
3, is not a multiple of 10, it is a number between 30 and 39.
How many Kebabs does Mad Ade have in his fridge?","32 Kebabs.
Let's apply all 3 conditions separately and put all possible numbers together.
First condition says that if a multiple of 5, then the number is between 1 and 19. Hence, the possible numbers are (5, 10, 15, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 36, 37, 38, 39)
Second condition says that if not a multiple of 8, then the number is between 20 and 29. Hence, the possible numbers are (8, 16, 20, 21, 22, 23, 25, 26, 27, 28, 29, 32)
Third condition says that if not a multiple of 10, then the number is between 30 and 39. Hence, the possible numbers are (10, 20, 31, 32, 33, 34, 35, 36, 37, 38, 39)
Only number 32 is there in all 3 result sets. That means that only number 32 satisfies all three conditions. Hence, Mad Ade must have 32 Kebabs in his fridge.",,2.08,2.51
(a x a) x 2 = (a + 5) x 81,"I have an integer which, when squared and then multiplied by two is equal to that integer five higher than it multiplied by eighty one.
(a x a) x 2 = (a + 5) x 81
What is my number?","My number is 45.
(a = 45)",Square a number and then multiply it by two. Divide your answer by the number five higher than it and if the answer is less than 81 it is too low. If the answer is more than 81 it is too high.,2.08,1.9
Find the Sum,Find the sum of all prime numbers between 1 and 100 that are simultaneously 1 greater than a multiple of 4 and 1 less than a multiple of 5.,"Numbers that are 1 greater than a multiple of 4 are 5, 9, 13, 17, 21... where 9 is 1 less than a multiple of 5. lcm(4, 5)=20, therefore the pattern repeats in each 20 numbers.
9 (composite)	29 (prime)	49 (composite)	69 (composite)	89 (prime)
Therefore, the sum of all such numbers is 29+89=118.",,2.08,2.62
Twelve Thousand,"Can you write down this number using digits?
Twelve thousand twelve hundred twelve","13,212",,2.08,1.34
Sandwiches,"Mrs. Doyle the Housekeeper has made a big, big pile of sandwiches for the party of friends visiting her house tonight. When she counts them, she realises that she can equally split the sandwiches between two friends and have none left over. She can also split them between three friends, four friends, five friends and six friends equally and every time there will be no sandwiches left over. In each case, the sandwiches are not cut into pieces.
What is the smallest amount of sandwiches that Mrs. Doyle could have made?",60 sandwiches,,2.08,1.28
Finish Together,Three people are having a race. It takes Bob three minutes to finish a lap. It takes Travis 6 minutes to finish a lap. Jil takes 9 minutes to finish a lap. After how many minutes will they all finish at the same time?,"18 minutes.
After 6 laps Bob has gone for 18 minutes.
After 3 laps Travis has gone for 18 minutes.
After 2 laps Jil has gone for 18 minutes.",,2.08,1.4
Two Numbers,What numbers when added or multiplied together produce the same result both ways?,2 and 2 or 0 and 0,,2.08,1.25
Bob and Rob,"Bob is forty, Rob is thirteen. How many years ago was Bob 4 times older than Rob?","4 years ago.
Bob 36
Rob 9",,2.08,1.21
Pokemon,Little Jon is playing with some Pokemon cards. His hit points stands like this: 100 out of 200. He has two cards that will heal him halfway each. If he uses both cards how many hit points would he have left?,175 out of 200,,2.08,1.59
Pizza,"Al and Sally buy a small and a medium pizza.  The small pizza has 5 slices. The medium pepperoni  pizza has 8 slices. If Sally eats 4 times as many slices as Al, and is a vegetarian, how many slices of pizza did she eat?",4 slices.  Al must only have eaten one.,,2.07,1.55
"Shirts, Pants, and Hats","Bobby has 5 shirts: red, blue, green, yellow, and black. He has 4 hats, red, blue, green, and black. He has 3 pairs of pants. How many outfits can he make?","5 x 4 x 3 = 60
He can make sixty outfits.",,2.07,1.1
Reverse Engineering,"While rating some Braingle teasers recently, I started taking notes on how my
vote affected the ratings.  Some of my data is presented below.  Can you figure out what is the likely formula that computes the ratings from the votes? Can you determine for each teaser how many votes were cast for each attribute prior to mine, and how many of those were positive (fun/hard)? Remember, not every voter necessarily votes for both attributes.
Notation: The notation for Teaser A below shows that it started with a fun rating of 2 and difficulty 1.33, based on 6 voters, that I voted positively on the first attribute (fun) and negatively on the second (easy), and that it wound up with ratings of 2.29 and 1.14, respectively, after my vote.
Teaser A: (2.00, 1.33)[6] (+, -) -> (2.29, 1.14)
Teaser B: (1.14, 0.67)[7] (-, -) -> (1.00, 0.57)
Teaser C: (3.00, 0.67)[8] (+, +) -> (3.11, 1.14)
Teaser D: (3.11, 0.89)[9] (+, -) -> (3.20, 0.80)
Teaser E: (2.33, 2.46)[13] (+, -) -> (2.46, 2.29)","The apparent formula, for p positive votes out of v cast, is 4*p/v. The following lists the fractions that gave rise to the data above. To get the number of positive votes, divide the numerators by 4.
Teaser A: (12/6, 8/6)[6] (+, -) -> (16/7, 8/7)
Teaser B: (8/7, 4/6)[7] (-, -) -> (8/8, 4/7)
Teaser C: (24/8, 4/6)[8] (+, +) -> (28/9, 8/7)
Teaser D: (28/9, 8/9)[9] (+, -) -> (32/10, 8/10)
Teaser E: (28/12, 32/13)[13] (+, -) -> (32/13, 32/14)","Try to recognize common fractions represented by the decimal
part of each rating.  Also: remember that the ratings range from 0 to 4.",2.07,2.86
Quocorrian Math 1,"While on your interplanetary vacation, you decide to stop at the planet Quocorri, a planet known for its many mathematical achievements.
While there, you decide to pick up on some of the Quocorrians mathematical variations. The Quocorrians won't tell you exactly how it works, only that it has some relationship to the Standard English math. They also give you four, true, Quocorrian math problems. They are:
2+2=9
4*1=1
5-2=16
-3+2=64
So, according to this system, what is 6/2?","81.
In this system of Quocorrian math, you change the operation to its opposite (+ to -, * to / and vice versa), and solve regularly. Then, you subtract three from that answer. Finally, you square that to get your answer.","The system is not a number system (decimal, binary, hexadecimal...), but a variation of the way we do math.",2.07,2.98
Go Team!,"The following table represents the attendance at Still's High School football games this month.
Game 1: 456
Game 2: 508
Game 3: 399
Game 4: 550
Game 5:  n
If the median attendance for the five games was 456, and no two games had the same attendance, which of the following numbers represents the highest possible attendance for game 5?
400, 455, 457, 478, 549","The median of five numbers can be found by putting the numbers in increasing order and picking the middle, or third, number from the list. Putting the four numbers you know in increasing order produces the following list:
399, 456, 508, 550
As the median is 456, it has to be the middle number of the list of five.  That being said, the highest possible attendance of the list given, and the answer to this teaser is, 455.",,2.07,1.12
Circle,"Imagine a square, with each side 4 cm long, inscribed in a circle.  What is the radius of the circle?","Since each corner is touching the circle, find the hypotenuse using the Pythagorean Theorem:
4^2 + 4^2 = x^2
x = Hypotenuse = 5.657
Divide by 2 to get the radius:
Radius = 2.828",,2.07,1.81
